"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"SP-FN-004","SOPORTE UNIVERSAL","(SENCILLO)","Soportes Universales","VEB","Y"
"SP-FN-005","SOPORTE UNIVERSAL DOBLE","(DOBLE GOMA)","Soportes Universales","VEB","Y"
