"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"SC-TF-001","SIL. FORD 6600 2 1/2""","(TRACTOR FORD 6600","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-002","SIL. FORD 6600 DE 2""","(TRACTOR FORD 6600","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-002-1","SIL. FORD 6610 DE 2""","(TRACTOR FORD 6610","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-003","SIL. FORD 7600 TW 5 DE 3""","(TRACTOR FORD 7600","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-004","SIL. TRACTOR 2 1/2"" RED.","(ADAPT TRACTORES)","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-005","SIL. TRACTOR 2 ""REDONDO","(ADAPT TRACTORES)","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-006","SIL. TRACTOR 31/2"" OVALAD","(TRACTOR TW35FORD)","Silenciadores Tractor Ford","VEB","Y"
"SC-TF-007","SIL. TRACTOR 31/2"" OVALAD","(TRACTOR TW20FORD)","Silenciadores Tractor Ford","VEB","Y"
