"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"AC-FN-300","ACOPLE DE 3"" X 30 CMS","ENSANCHE Y RANURA","Acoples","VEB","Y"
"AC-FN-350","ACOPLE DE 3 1/2"" X 30 CMS","ENSANCHE Y RANURA","Acoples","VEB","Y"
"AC-FN-400","ACOPLE DE 4"" X 25 CMS","ENSANCHE Y RANURA","Acoples","VEB","Y"
"AC-FN-401","ACOPLE DE 4"" X 30 CMS","ENSANCHE Y RANURA","Acoples","VEB","Y"
"AC-FN-500","ACOPLE DE 5"" X 25 CMS","ENSANCHE Y RANURA","Acoples","VEB","Y"
