"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"MPSC12020C","MALLA PRT. SIL. 10"" X 1,20 CROM.",,"Mallas Protectoras","VEB","Y"
"MPSC12020A","MALLA PRT. SIL. 10"" X 1,20 ALUMNIO.",,"Mallas Protectoras","VEB","Y"
"MPSC11510A","MALLA PRT. SIL. 9"" X 1,15 ALUMNIO.",,"Mallas Protectoras","VEB","Y"
"SM0010","PASA MANO CROMADO P/MALLA HUECOS",,"Mallas Protectoras","VEB","Y"
