"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"ENFN-001","TUBO COMPLEM. BAJANTE DE ESCAPE",450864580,"Sistemas de Escapes/ENCAVA ENT-610","VEB","Y"
"ENFN-002","TUBO DE ESCAPE INTERMEDIO",450864590,"Sistemas de Escapes/ENCAVA ENT-610","VEB","Y"
"ENFN-003","SILENCIADOR ",450855601,"Sistemas de Escapes/ENCAVA ENT-610","VEB","Y"
"ENFN-004","TUBO DE ESCAPE",450864820,"Sistemas de Escapes/ENCAVA ENT-610","VEB","Y"
"ENFN-610AR","TUBO COLA ESCAPE ENT610 A/R",450865980,"Sistemas de Escapes/ENCAVA ENT-610","VEB","Y"
