"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"RU-FN-080","RESONADORES 3 1/2"" X 8""",,"Resonadores Universales","VEB","Y"
"RU-FN-100","RESONADORES 3 1/2"" X 10""",,"Resonadores Universales","VEB","Y"
"RU-FN-120","RESONADORES 3 1/2"" X 12""",,"Resonadores Universales","VEB","Y"
"RU-FN-140","RESONADORES 3 1/2"" X 14""",,"Resonadores Universales","VEB","Y"
"RU-FN-160","RESONADORES 3 1/2"" X 16""",,"Resonadores Universales","VEB","Y"
"RU-FN-70","RESONADOR CHEVETTE C/CROM",,"Resonadores Universales","VEB","Y"
"RU-FN-80","MUFLERS OVALADOS 2 1/4"" X 32",,"Resonadores Universales","VEB","Y"
