"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"SI-T-0001","TRAMPA NO. 7 S 5 0 0 3","(DE 6 ,75 X 6,94)","Trampas Caterpillar","VEB","Y"
"SI-T-0002","TRAMPA NO. 9 S 7 1 4 8","(DE 5"")","Trampas Caterpillar","VEB","Y"
"SI-T-0003","TRAMPA NO. 7 S 1 7 8 4","(DE 4 1/2"")","Trampas Caterpillar","VEB","Y"
"SI-T-0004","TRAMPA NO. 6 F 6 5 2 2","(DE 3"")","Trampas Caterpillar","VEB","Y"
"SI-T-0005","TRAMPA NO.","(DE 6 1/2"")","Trampas Caterpillar","VEB","Y"
