"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"EN-FN-3201","TUBO SALIDA RADIADOR",450855290,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-3202","TUBO SALIDA TURBO",450855300,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-3203","TUBO COLA ESCAPE ENT 3200",,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-3203C","TUBO COLA ESCAPE ENT 3200 CROM.",853270,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-601","CODO TUBO ESCAPE",853390,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-602","TUBO COLA ESCAPE ENT 610",,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-602C","TUBO COLA ESCAPE ENT 610 CROM.",45085512,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-901","TUBO COLA ESCAPE ENT 900",,"Sistemas de Escapes/ENCAVA Original","VEB","Y"
"EN-FN-901C","TUBO COLA ESCAPE ENT 900 CROM.","85391-0","Sistemas de Escapes/ENCAVA Original","VEB","Y"
