"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"MBFN112","BAJANTE M2-112",,"Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
"MBFN114","DOBLE CODO EN Y M2-112   (2 SILENC.)","2 SISTEMAS DE ESCAPE","Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
"MBFN115","DOBLE CODO IZQUIERDO M2-112 (2 SILENC.)","2 SISTEMAS DE ESCAPE","Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
"MBFN116","DOBLE CODO DERECHO M2-112  (2 SILENC.)","2 SISTEMAS DE ESCAPE","Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
"MBFN117","SILENCIADOR GALVANIZADO PINTADO M2-112",,"Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
"MBFN118","MALLA PROTECTOR. CROMADO C/ABRAZ.",,"Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
"MBFN119","DOBLE CODO M2-112 (1 SILENC,)","1 SISTEMA DE ESCAPE","Sistemas de Escapes/Sistema Freightline M2-112","VEB","Y"
