"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"BA-FN-001","BAJANTE MACK TURBO","(CON TUERCA)","Accesorios/Bajantes Turbo","VEB","Y"
"BA-FN-002","BAJANTE MACK TURBO","(SIN TUERCA)","Accesorios/Bajantes Turbo","VEB","Y"
"BA-FN-003","BAJANTE FORD 7000",,"Accesorios/Bajantes Turbo","VEB","Y"
"BA-FN-004","BAJANTE DE 5"" A 4""",,"Accesorios/Bajantes Turbo","VEB","Y"
"BA-FN-005","BAJANTE DE 5"" GURI",,"Accesorios/Bajantes Turbo","VEB","Y"
"BA-FN-006","BAJANTE DE 5"" MACK","CURVO","Accesorios/Bajantes Turbo","VEB","Y"
"BA-FN-008","BAJANTE DE FORD 8000",,"Accesorios/Bajantes Turbo","VEB","Y"
