"product_sku","product_name","product_s_desc","category_path","product_currency","product_publish"
"FG-FN-001","FLANGE FORD 21/4""","(FLANGE 2 HUECOS)","Flanges","VEB","Y"
"FG-FN-002","FLANGE FORD 2""","(FLANGE 2 HUECOS)","Flanges","VEB","Y"
"FG-FN-003","FLANGE FORD 600-750","( FLANGE 3 HUECOS)","Flanges","VEB","Y"
"FG-FN-004","FLANGE CHEVROLET 21/4""","(FLANGE 3 HUECOS)","Flanges","VEB","Y"
"FG-FN-005","FLANGE TOYOTA 21/2""","(FLANGE 3 HUECOS)","Flanges","VEB","Y"
